,pickle_file_location,session_type
0,/allen/programs/braintv/workgroups/nc-ophys/opc/opc_analysis/746271249_400524_180906_RSP_75_Slc17a7_2P1_20180906_400524_StimB/746004188_400524_20180906_stim.pkl,B
